Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00       1/882         std::_Sp_counted_ptr_inplace<sphere, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>::_Sp_counted_ptr_inplace<vec3, double, std::shared_ptr<lambertian>&>(std::allocator<void>, vec3&&, double&&, std::shared_ptr<lambertian>&) [609]
                0.00    0.00       1/882         std::_Sp_counted_ptr_inplace<sphere, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>::_Sp_counted_ptr_inplace<vec3, double, std::shared_ptr<metal>&>(std::allocator<void>, vec3&&, double&&, std::shared_ptr<metal>&) [610]
                0.00    0.00     878/882         std::_Sp_counted_ptr_inplace<sphere, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>::_Sp_counted_ptr_inplace<vec3&, double, std::shared_ptr<material>&>(std::allocator<void>, vec3&, double&&, std::shared_ptr<material>&) [201]
[190]    0.0    0.00    0.00     882         std::_Sp_counted_ptr_inplace<sphere, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>::_Impl::_Impl(std::allocator<void>) [190]
                0.00    0.00     882/1764        std::_Sp_ebo_helper<0, std::allocator<void>, true>::_Sp_ebo_helper(std::allocator<void> const&) [148]
-----------------------------------------------
                0.00    0.00     882/882         std::_Sp_counted_ptr_inplace<sphere, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>::_M_destroy() [188]
[191]    0.0    0.00    0.00     882         std::_Sp_counted_ptr_inplace<sphere, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>::~_Sp_counted_ptr_inplace() [191]
                0.00    0.00     882/1764        std::_Sp_counted_base<(__gnu_cxx::_Lock_policy)2>::~_Sp_counted_base() [153]
-----------------------------------------------
                0.00    0.00     882/882         hittable_list::add(std::shared_ptr<hittable>) [172]
[192]    0.0    0.00    0.00     882         std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > >::push_back(std::shared_ptr<hittable> const&) [192]
                0.00    0.00     871/882         std::shared_ptr<hittable>::shared_ptr(std::shared_ptr<hittable> const&) [178]
                0.00    0.00      11/11          std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > >::end() [427]
                0.00    0.00      11/11          void std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > >::_M_realloc_insert<std::shared_ptr<hittable> const&>(__gnu_cxx::__normal_iterator<std::shared_ptr<hittable>*, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > > >, std::shared_ptr<hittable> const&) [426]
-----------------------------------------------
                0.00    0.00     882/882         std::__allocated_ptr<std::allocator<std::_Sp_counted_ptr_inplace<sphere, std::allocator<void>, (__gnu_cxx::_Lock_policy)2> > >::get() [184]
[193]    0.0    0.00    0.00     882         std::_Sp_counted_ptr_inplace<sphere, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>* std::__to_address<std::_Sp_counted_ptr_inplace<sphere, std::allocator<void>, (__gnu_cxx::_Lock_policy)2> >(std::_Sp_counted_ptr_inplace<sphere, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>*) [193]
-----------------------------------------------
                0.00    0.00       1/882         std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count<sphere, std::allocator<void>, vec3, int, std::shared_ptr<lambertian>&>(sphere*&, std::_Sp_alloc_shared_tag<std::allocator<void> >, vec3&&, int&&, std::shared_ptr<lambertian>&) [602]
                0.00    0.00       1/882         std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count<sphere, std::allocator<void>, vec3, double, std::shared_ptr<dielectric>&>(sphere*&, std::_Sp_alloc_shared_tag<std::allocator<void> >, vec3&&, double&&, std::shared_ptr<dielectric>&) [599]
                0.00    0.00       1/882         std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count<sphere, std::allocator<void>, vec3, double, std::shared_ptr<lambertian>&>(sphere*&, std::_Sp_alloc_shared_tag<std::allocator<void> >, vec3&&, double&&, std::shared_ptr<lambertian>&) [600]
                0.00    0.00       1/882         std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count<sphere, std::allocator<void>, vec3, double, std::shared_ptr<metal>&>(sphere*&, std::_Sp_alloc_shared_tag<std::allocator<void> >, vec3&&, double&&, std::shared_ptr<metal>&) [601]
                0.00    0.00     878/882         std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count<sphere, std::allocator<void>, vec3&, double, std::shared_ptr<material>&>(sphere*&, std::_Sp_alloc_shared_tag<std::allocator<void> >, vec3&, double&&, std::shared_ptr<material>&) [200]
[194]    0.0    0.00    0.00     882         std::__allocated_ptr<std::allocator<std::_Sp_counted_ptr_inplace<sphere, std::allocator<void>, (__gnu_cxx::_Lock_policy)2> > > std::__allocate_guarded<std::allocator<std::_Sp_counted_ptr_inplace<sphere, std::allocator<void>, (__gnu_cxx::_Lock_policy)2> > >(std::allocator<std::_Sp_counted_ptr_inplace<sphere, std::allocator<void>, (__gnu_cxx::_Lock_policy)2> >&) [194]
                0.00    0.00     882/882         std::__new_allocator<std::_Sp_counted_ptr_inplace<sphere, std::allocator<void>, (__gnu_cxx::_Lock_policy)2> >::allocate(unsigned long, void const*) [187]
                0.00    0.00     882/1764        std::__allocated_ptr<std::allocator<std::_Sp_counted_ptr_inplace<sphere, std::allocator<void>, (__gnu_cxx::_Lock_policy)2> > >::__allocated_ptr(std::allocator<std::_Sp_counted_ptr_inplace<sphere, std::allocator<void>, (__gnu_cxx::_Lock_policy)2> >&, std::_Sp_counted_ptr_inplace<sphere, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>*) [149]
-----------------------------------------------
                                 882             std::_Sp_counted_ptr_inplace<sphere, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>::_M_dispose() <cycle 1> [189]
[195]    0.0    0.00    0.00     882         void std::_Destroy<sphere>(sphere*) <cycle 1> [195]
                                 882             sphere::~sphere() <cycle 1> [174]
-----------------------------------------------
                0.00    0.00     882/882         void std::_Destroy_aux<false>::__destroy<std::shared_ptr<hittable>*>(std::shared_ptr<hittable>*, std::shared_ptr<hittable>*) [575]
[196]    0.0    0.00    0.00     882         void std::_Destroy<std::shared_ptr<hittable> >(std::shared_ptr<hittable>*) [196]
                0.00    0.00     882/2787        std::shared_ptr<hittable>::~shared_ptr() [139]
-----------------------------------------------
                0.00    0.00     878/878         std::shared_ptr<std::enable_if<!is_array<sphere>::value, sphere>::type> std::make_shared<sphere, vec3&, double, std::shared_ptr<material>&>(vec3&, double&&, std::shared_ptr<material>&) [203]
[197]    0.0    0.00    0.00     878         std::shared_ptr<sphere>::shared_ptr<std::allocator<void>, vec3&, double, std::shared_ptr<material>&>(std::_Sp_alloc_shared_tag<std::allocator<void> >, vec3&, double&&, std::shared_ptr<material>&) [197]
                0.00    0.00     878/878         std::__shared_ptr<sphere, (__gnu_cxx::_Lock_policy)2>::__shared_ptr<std::allocator<void>, vec3&, double, std::shared_ptr<material>&>(std::_Sp_alloc_shared_tag<std::allocator<void> >, vec3&, double&&, std::shared_ptr<material>&) [198]
-----------------------------------------------
                0.00    0.00     878/878         std::shared_ptr<sphere>::shared_ptr<std::allocator<void>, vec3&, double, std::shared_ptr<material>&>(std::_Sp_alloc_shared_tag<std::allocator<void> >, vec3&, double&&, std::shared_ptr<material>&) [197]
[198]    0.0    0.00    0.00     878         std::__shared_ptr<sphere, (__gnu_cxx::_Lock_policy)2>::__shared_ptr<std::allocator<void>, vec3&, double, std::shared_ptr<material>&>(std::_Sp_alloc_shared_tag<std::allocator<void> >, vec3&, double&&, std::shared_ptr<material>&) [198]
                0.00    0.00     878/878         std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count<sphere, std::allocator<void>, vec3&, double, std::shared_ptr<material>&>(sphere*&, std::_Sp_alloc_shared_tag<std::allocator<void> >, vec3&, double&&, std::shared_ptr<material>&) [200]
                0.00    0.00     878/882         std::enable_if<!__has_esft_base<sphere>::value, void>::type std::__shared_ptr<sphere, (__gnu_cxx::_Lock_policy)2>::_M_enable_shared_from_this_with<sphere, sphere>(sphere*) [180]
-----------------------------------------------
                0.00    0.00      46/878         std::enable_if<__sp_compatible_with<dielectric*, material*>::value, std::__shared_ptr<material, (__gnu_cxx::_Lock_policy)2>&>::type std::__shared_ptr<material, (__gnu_cxx::_Lock_policy)2>::operator=<dielectric>(std::__shared_ptr<dielectric, (__gnu_cxx::_Lock_policy)2>&&) [387]
                0.00    0.00     130/878         std::enable_if<__sp_compatible_with<metal*, material*>::value, std::__shared_ptr<material, (__gnu_cxx::_Lock_policy)2>&>::type std::__shared_ptr<material, (__gnu_cxx::_Lock_policy)2>::operator=<metal>(std::__shared_ptr<metal, (__gnu_cxx::_Lock_policy)2>&&) [319]
                0.00    0.00     702/878         std::enable_if<__sp_compatible_with<lambertian*, material*>::value, std::__shared_ptr<material, (__gnu_cxx::_Lock_policy)2>&>::type std::__shared_ptr<material, (__gnu_cxx::_Lock_policy)2>::operator=<lambertian>(std::__shared_ptr<lambertian, (__gnu_cxx::_Lock_policy)2>&&) [227]
[199]    0.0    0.00    0.00     878         std::__shared_ptr<material, (__gnu_cxx::_Lock_policy)2>::swap(std::__shared_ptr<material, (__gnu_cxx::_Lock_policy)2>&) [199]
                0.00    0.00     878/878         std::enable_if<__and_<std::__not_<std::__is_tuple_like<material*> >, std::is_move_constructible<material*>, std::is_move_assignable<material*> >::value, void>::type std::swap<material*>(material*&, material*&) [204]
                0.00    0.00     878/3661        std::__shared_count<(__gnu_cxx::_Lock_policy)2>::_M_swap(std::__shared_count<(__gnu_cxx::_Lock_policy)2>&) [135]
-----------------------------------------------
                0.00    0.00     878/878         std::__shared_ptr<sphere, (__gnu_cxx::_Lock_policy)2>::__shared_ptr<std::allocator<void>, vec3&, double, std::shared_ptr<material>&>(std::_Sp_alloc_shared_tag<std::allocator<void> >, vec3&, double&&, std::shared_ptr<material>&) [198]
[200]    0.0    0.00    0.00     878         std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count<sphere, std::allocator<void>, vec3&, double, std::shared_ptr<material>&>(sphere*&, std::_Sp_alloc_shared_tag<std::allocator<void> >, vec3&, double&&, std::shared_ptr<material>&) [200]
                0.00    0.00     878/882         std::__allocated_ptr<std::allocator<std::_Sp_counted_ptr_inplace<sphere, std::allocator<void>, (__gnu_cxx::_Lock_policy)2> > > std::__allocate_guarded<std::allocator<std::_Sp_counted_ptr_inplace<sphere, std::allocator<void>, (__gnu_cxx::_Lock_policy)2> > >(std::allocator<std::_Sp_counted_ptr_inplace<sphere, std::allocator<void>, (__gnu_cxx::_Lock_policy)2> >&) [194]
                0.00    0.00     878/882         std::__allocated_ptr<std::allocator<std::_Sp_counted_ptr_inplace<sphere, std::allocator<void>, (__gnu_cxx::_Lock_policy)2> > >::get() [184]
                0.00    0.00     878/878         std::_Sp_counted_ptr_inplace<sphere, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>::_Sp_counted_ptr_inplace<vec3&, double, std::shared_ptr<material>&>(std::allocator<void>, vec3&, double&&, std::shared_ptr<material>&) [201]
                0.00    0.00     878/882         std::__allocated_ptr<std::allocator<std::_Sp_counted_ptr_inplace<sphere, std::allocator<void>, (__gnu_cxx::_Lock_policy)2> > >::operator=(decltype(nullptr)) [185]
                0.00    0.00     878/2646        std::_Sp_counted_ptr_inplace<sphere, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>::_M_ptr() [144]
                0.00    0.00     878/1764        std::__allocated_ptr<std::allocator<std::_Sp_counted_ptr_inplace<sphere, std::allocator<void>, (__gnu_cxx::_Lock_policy)2> > >::~__allocated_ptr() [150]
                0.00    0.00     878/1764        std::__new_allocator<std::_Sp_counted_ptr_inplace<sphere, std::allocator<void>, (__gnu_cxx::_Lock_policy)2> >::~__new_allocator() [151]
-----------------------------------------------
                0.00    0.00     878/878         std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count<sphere, std::allocator<void>, vec3&, double, std::shared_ptr<material>&>(sphere*&, std::_Sp_alloc_shared_tag<std::allocator<void> >, vec3&, double&&, std::shared_ptr<material>&) [200]
[201]    0.0    0.00    0.00     878         std::_Sp_counted_ptr_inplace<sphere, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>::_Sp_counted_ptr_inplace<vec3&, double, std::shared_ptr<material>&>(std::allocator<void>, vec3&, double&&, std::shared_ptr<material>&) [201]
                0.00    0.00     878/1764        std::_Sp_counted_base<(__gnu_cxx::_Lock_policy)2>::_Sp_counted_base() [152]
                0.00    0.00     878/2646        std::_Sp_counted_ptr_inplace<sphere, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>::_M_ptr() [144]
                0.00    0.00     878/882         std::_Sp_counted_ptr_inplace<sphere, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>::_Impl::_Impl(std::allocator<void>) [190]
                0.00    0.00     878/878         void std::_Construct<sphere, vec3&, double, std::shared_ptr<material>&>(sphere*, vec3&, double&&, std::shared_ptr<material>&) [202]
-----------------------------------------------
                0.00    0.00     878/878         std::_Sp_counted_ptr_inplace<sphere, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>::_Sp_counted_ptr_inplace<vec3&, double, std::shared_ptr<material>&>(std::allocator<void>, vec3&, double&&, std::shared_ptr<material>&) [201]
[202]    0.0    0.00    0.00     878         void std::_Construct<sphere, vec3&, double, std::shared_ptr<material>&>(sphere*, vec3&, double&&, std::shared_ptr<material>&) [202]
                0.00    0.00     878/1760        std::shared_ptr<material>::shared_ptr(std::shared_ptr<material> const&) [155]
                0.00    0.00     878/882         sphere::sphere(vec3, double, std::shared_ptr<material>) [173]
                0.00    0.00     878/27846       std::shared_ptr<material>::~shared_ptr() <cycle 1> [107]
-----------------------------------------------
                0.00    0.00     878/878         main [43]
[203]    0.0    0.00    0.00     878         std::shared_ptr<std::enable_if<!is_array<sphere>::value, sphere>::type> std::make_shared<sphere, vec3&, double, std::shared_ptr<material>&>(vec3&, double&&, std::shared_ptr<material>&) [203]
                0.00    0.00     878/878         std::shared_ptr<sphere>::shared_ptr<std::allocator<void>, vec3&, double, std::shared_ptr<material>&>(std::_Sp_alloc_shared_tag<std::allocator<void> >, vec3&, double&&, std::shared_ptr<material>&) [197]
-----------------------------------------------
                0.00    0.00     878/878         std::__shared_ptr<material, (__gnu_cxx::_Lock_policy)2>::swap(std::__shared_ptr<material, (__gnu_cxx::_Lock_policy)2>&) [199]
